,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,maxSpeed_action,minSpeed_action,result,timestamp
0,0.33333333333333326,0.15,0.0,0.33333333333333326,0.25,-1.0,0.22,400.0,350.0,FAIL: Timeout,2020-12-17 17:26:54.091641
1,1.0,0.55,1.0,-1.0,0.05,-1.0,0.02,250.0,0.0,FAIL: Timeout,2020-12-17 17:27:10.186230
