,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,lead_distance,maxSpeed_action,minSpeed_action,result,start_x,timestamp
88,-1.0,0.55,17.0,1.0,0.05,1.0,0.22,700.0,800.0,350.0,FAIL: NoTouch,256,2020-12-21 07:44:16.421999
89,0.33333333333333326,0.35,17.0,-1.0,0.05,-1.0,0.02,700.0,400.0,350.0,PASS: Medium,0,2020-12-21 07:44:29.346569
90,-0.33333333333333337,0.15,18.0,1.0,0.05,1.0,0.02,1000.0,250.0,0.0,FAIL: NoTouch,-2048,2020-12-21 07:44:49.392929
91,1.0,0.55,18.0,-1.0,0.25,0.33333333333333326,0.12000000000000001,400.0,600.0,350.0,FAIL: NoTouch,2048,2020-12-21 07:45:09.348497
92,1.0,0.15,18.0,-1.0,0.15000000000000002,1.0,0.12000000000000001,1300.0,950.0,700.0,FAIL: NoTouch,-256,2020-12-21 07:45:29.333792
93,-1.0,0.15,18.0,0.33333333333333326,0.05,0.33333333333333326,0.02,400.0,800.0,350.0,FAIL: NoTouch,256,2020-12-21 07:45:49.374369
94,0.33333333333333326,0.35,18.0,-1.0,0.05,-0.33333333333333337,0.22,1300.0,1150.0,700.0,FAIL: NoTouch,0,2020-12-21 07:46:09.320860
95,-0.33333333333333337,0.35,19.0,-0.33333333333333337,0.25,1.0,0.12000000000000001,1000.0,450.0,0.0,FAIL: NoTouch,-2048,2020-12-21 07:46:29.313052
96,0.33333333333333326,0.55,19.0,-1.0,0.15000000000000002,-1.0,0.02,1300.0,950.0,700.0,FAIL: Timeout,2048,2020-12-21 07:46:49.372126
97,1.0,0.35,19.0,0.33333333333333326,0.15000000000000002,-0.33333333333333337,0.02,1000.0,1150.0,700.0,FAIL: NoTouch,-256,2020-12-21 07:47:09.411392
98,-1.0,0.35,19.0,0.33333333333333326,0.05,1.0,0.02,700.0,800.0,350.0,FAIL: NoTouch,256,2020-12-21 07:47:29.431312
99,0.33333333333333326,0.55,19.0,-1.0,0.25,-0.33333333333333337,0.22,700.0,400.0,350.0,PASS: Medium,0,2020-12-21 07:47:44.516942
100,-1.0,0.15,20.0,1.0,0.25,1.0,0.22,1000.0,1150.0,700.0,FAIL: NoTouch,-2048,2020-12-21 07:48:04.578101
101,-0.33333333333333337,0.15,20.0,-0.33333333333333337,0.25,-1.0,0.22,1300.0,450.0,0.0,FAIL: Timeout,2048,2020-12-21 07:48:24.650821
102,0.33333333333333326,0.35,20.0,1.0,0.15000000000000002,0.33333333333333326,0.22,400.0,1150.0,700.0,FAIL: NoTouch,-256,2020-12-21 07:48:44.699542
103,-0.33333333333333337,0.15,20.0,-1.0,0.05,-0.33333333333333337,0.12000000000000001,700.0,50.0,0.0,PASS: Medium,256,2020-12-21 07:48:58.704144
104,1.0,0.55,20.0,1.0,0.05,-1.0,0.12000000000000001,700.0,750.0,700.0,FAIL: NoTouch,0,2020-12-21 07:49:18.750197
105,1.0,0.15,21.0,0.33333333333333326,0.05,1.0,0.12000000000000001,400.0,950.0,700.0,FAIL: NoTouch,-2048,2020-12-21 07:49:38.728592
106,-0.33333333333333337,0.55,21.0,-0.33333333333333337,0.25,0.33333333333333326,0.22,700.0,600.0,350.0,FAIL: NoTouch,2048,2020-12-21 07:49:58.716005
107,-0.33333333333333337,0.35,21.0,-0.33333333333333337,0.05,0.33333333333333326,0.02,700.0,750.0,700.0,FAIL: Timeout,-256,2020-12-21 07:50:18.692018
108,-0.33333333333333337,0.15,21.0,-1.0,0.05,0.33333333333333326,0.02,1300.0,950.0,700.0,FAIL: Timeout,256,2020-12-21 07:50:38.736148
109,-1.0,0.35,21.0,-1.0,0.25,0.33333333333333326,0.02,400.0,250.0,0.0,FAIL: NoTouch,0,2020-12-21 07:50:58.797548
110,1.0,0.35,22.0,-0.33333333333333337,0.05,-1.0,0.02,1300.0,950.0,700.0,FAIL: Timeout,-2048,2020-12-21 07:51:18.779372
111,-1.0,0.15,22.0,-1.0,0.25,-0.33333333333333337,0.02,400.0,750.0,700.0,FAIL: NoTouch,2048,2020-12-21 07:51:38.827639
112,-0.33333333333333337,0.55,22.0,0.33333333333333326,0.05,1.0,0.22,1300.0,50.0,0.0,FAIL: NoTouch,-256,2020-12-21 07:51:58.805515
113,1.0,0.15,22.0,-1.0,0.15000000000000002,-1.0,0.22,400.0,600.0,350.0,PASS: Medium,256,2020-12-21 07:52:11.409633
114,1.0,0.15,22.0,-0.33333333333333337,0.25,0.33333333333333326,0.12000000000000001,1300.0,750.0,700.0,FAIL: Timeout,0,2020-12-21 07:52:31.459479
115,1.0,0.15,23.0,1.0,0.05,-0.33333333333333337,0.02,400.0,950.0,700.0,FAIL: NoTouch,-2048,2020-12-21 07:52:51.453373
116,1.0,0.15,23.0,-1.0,0.05,-0.33333333333333337,0.12000000000000001,1000.0,750.0,700.0,FAIL: NoTouch,2048,2020-12-21 07:53:11.451170
117,0.33333333333333326,0.35,23.0,1.0,0.05,-0.33333333333333337,0.12000000000000001,400.0,1150.0,700.0,FAIL: Timeout,-256,2020-12-21 07:53:31.437728
118,-0.33333333333333337,0.35,23.0,0.33333333333333326,0.05,1.0,0.22,700.0,450.0,0.0,FAIL: NoTouch,256,2020-12-21 07:53:51.464092
119,1.0,0.55,23.0,0.33333333333333326,0.25,-0.33333333333333337,0.02,1000.0,1150.0,700.0,FAIL: Timeout,0,2020-12-21 07:54:11.442213
120,0.33333333333333326,0.15,24.0,-1.0,0.25,-0.33333333333333337,0.02,1300.0,450.0,0.0,FAIL: NoTouch,-2048,2020-12-21 07:54:31.497933
121,-1.0,0.55,24.0,-0.33333333333333337,0.05,-0.33333333333333337,0.02,400.0,600.0,350.0,FAIL: NoTouch,2048,2020-12-21 07:54:51.513970
122,-1.0,0.55,24.0,0.33333333333333326,0.25,-1.0,0.22,700.0,50.0,0.0,PASS: Medium,-256,2020-12-21 07:55:05.566993
123,-1.0,0.15,24.0,1.0,0.25,1.0,0.22,400.0,750.0,700.0,FAIL: NoTouch,256,2020-12-21 07:55:25.604525
124,-0.33333333333333337,0.35,24.0,0.33333333333333326,0.25,-0.33333333333333337,0.02,1000.0,950.0,700.0,FAIL: Timeout,0,2020-12-21 07:55:45.578414
125,0.33333333333333326,0.55,25.0,1.0,0.05,-0.33333333333333337,0.22,1000.0,800.0,350.0,FAIL: NoTouch,-2048,2020-12-21 07:56:05.639339
126,0.33333333333333326,0.55,25.0,-0.33333333333333337,0.25,1.0,0.12000000000000001,700.0,750.0,700.0,FAIL: NoTouch,2048,2020-12-21 07:56:25.629308
127,0.33333333333333326,0.35,25.0,1.0,0.25,-0.33333333333333337,0.02,700.0,400.0,350.0,FAIL: NoTouch,-256,2020-12-21 07:56:45.600095
128,-0.33333333333333337,0.15,25.0,-1.0,0.15000000000000002,1.0,0.12000000000000001,1000.0,1150.0,700.0,FAIL: NoTouch,256,2020-12-21 07:57:05.576139
129,-0.33333333333333337,0.35,25.0,-1.0,0.25,-0.33333333333333337,0.12000000000000001,400.0,600.0,350.0,PASS: Medium,0,2020-12-21 07:57:19.961394
130,0.33333333333333326,0.35,26.0,1.0,0.05,-1.0,0.02,700.0,950.0,700.0,FAIL: NoTouch,-2048,2020-12-21 07:57:40.038947
131,-0.33333333333333337,0.35,26.0,0.33333333333333326,0.05,0.33333333333333326,0.22,1000.0,50.0,0.0,FAIL: NoTouch,2048,2020-12-21 07:58:00.023218
132,0.33333333333333326,0.15,26.0,-0.33333333333333337,0.05,-0.33333333333333337,0.02,400.0,50.0,0.0,PASS: Medium,-256,2020-12-21 07:58:14.521721
133,-0.33333333333333337,0.15,26.0,-0.33333333333333337,0.05,-0.33333333333333337,0.22,400.0,800.0,350.0,FAIL: Timeout,256,2020-12-21 07:58:34.563436
134,-1.0,0.15,26.0,-1.0,0.25,-1.0,0.02,700.0,450.0,0.0,PASS: Medium,0,2020-12-21 07:58:47.703127
135,0.33333333333333326,0.55,27.0,1.0,0.15000000000000002,-1.0,0.22,700.0,800.0,350.0,FAIL: NoTouch,-2048,2020-12-21 07:59:07.694845
136,0.33333333333333326,0.15,27.0,-1.0,0.25,1.0,0.02,1000.0,50.0,0.0,FAIL: NoTouch,2048,2020-12-21 07:59:27.628159
137,0.33333333333333326,0.35,27.0,-0.33333333333333337,0.05,-1.0,0.02,700.0,750.0,700.0,PASS: Medium,-256,2020-12-21 07:59:40.418969
138,-0.33333333333333337,0.35,27.0,0.33333333333333326,0.25,1.0,0.12000000000000001,700.0,400.0,350.0,FAIL: NoTouch,256,2020-12-21 08:00:00.405607
139,-0.33333333333333337,0.35,27.0,-0.33333333333333337,0.25,0.33333333333333326,0.12000000000000001,1300.0,600.0,350.0,FAIL: NoTouch,0,2020-12-21 08:00:20.346002
140,0.33333333333333326,0.55,28.0,1.0,0.25,-1.0,0.22,400.0,250.0,0.0,FAIL: Timeout,-2048,2020-12-21 08:00:40.295983
141,-1.0,0.35,28.0,1.0,0.25,-1.0,0.12000000000000001,1000.0,950.0,700.0,FAIL: NoTouch,2048,2020-12-21 08:01:00.263732
142,1.0,0.35,28.0,-0.33333333333333337,0.05,0.33333333333333326,0.02,700.0,50.0,0.0,PASS: Medium,-256,2020-12-21 08:01:14.483139
143,0.33333333333333326,0.35,28.0,-1.0,0.25,-1.0,0.12000000000000001,400.0,50.0,0.0,PASS: Medium,256,2020-12-21 08:01:28.403625
144,1.0,0.55,28.0,-0.33333333333333337,0.25,1.0,0.22,1300.0,950.0,700.0,FAIL: NoTouch,0,2020-12-21 08:01:48.342168
145,-0.33333333333333337,0.55,29.0,1.0,0.25,1.0,0.22,400.0,1150.0,700.0,FAIL: NoTouch,-2048,2020-12-21 08:02:08.302464
146,0.33333333333333326,0.15,29.0,-0.33333333333333337,0.25,-0.33333333333333337,0.02,400.0,600.0,350.0,FAIL: NoTouch,2048,2020-12-21 08:02:28.266156
147,-1.0,0.15,29.0,-0.33333333333333337,0.15000000000000002,0.33333333333333326,0.22,1300.0,600.0,350.0,FAIL: NoTouch,-256,2020-12-21 08:02:48.227131
148,-1.0,0.15,29.0,1.0,0.05,-0.33333333333333337,0.02,1000.0,800.0,350.0,FAIL: NoTouch,256,2020-12-21 08:03:08.175657
149,-1.0,0.55,29.0,1.0,0.15000000000000002,-0.33333333333333337,0.22,1000.0,750.0,700.0,FAIL: NoTouch,0,2020-12-21 08:03:28.105635
150,0.33333333333333326,0.55,30.0,-0.33333333333333337,0.05,1.0,0.22,1300.0,50.0,0.0,FAIL: NoTouch,-2048,2020-12-21 08:03:48.042301
151,-1.0,0.55,30.0,-1.0,0.05,-1.0,0.12000000000000001,1000.0,600.0,350.0,FAIL: NoTouch,2048,2020-12-21 08:04:07.985523
152,0.33333333333333326,0.15,30.0,0.33333333333333326,0.15000000000000002,0.33333333333333326,0.22,400.0,750.0,700.0,FAIL: NoTouch,-256,2020-12-21 08:04:27.929214
153,0.33333333333333326,0.55,30.0,-1.0,0.25,-1.0,0.02,700.0,250.0,0.0,PASS: Medium,256,2020-12-21 08:04:41.673986
154,-0.33333333333333337,0.55,30.0,-0.33333333333333337,0.05,1.0,0.12000000000000001,400.0,450.0,0.0,FAIL: NoTouch,0,2020-12-21 08:05:01.683570
155,-0.33333333333333337,0.15,31.0,1.0,0.15000000000000002,1.0,0.22,700.0,600.0,350.0,FAIL: NoTouch,-2048,2020-12-21 08:05:21.660738
156,-0.33333333333333337,0.15,31.0,1.0,0.15000000000000002,-0.33333333333333337,0.22,400.0,50.0,0.0,FAIL: NoTouch,2048,2020-12-21 08:05:41.607574
157,-1.0,0.15,31.0,0.33333333333333326,0.05,-1.0,0.02,400.0,1150.0,700.0,PASS: Fast,-256,2020-12-21 08:05:53.982183
158,1.0,0.55,31.0,-1.0,0.05,-0.33333333333333337,0.22,700.0,50.0,0.0,PASS: Medium,256,2020-12-21 08:06:08.633180
159,-1.0,0.15,31.0,-0.33333333333333337,0.05,0.33333333333333326,0.12000000000000001,400.0,950.0,700.0,FAIL: NoTouch,0,2020-12-21 08:06:28.642670
160,1.0,0.55,32.0,-1.0,0.05,-0.33333333333333337,0.22,700.0,50.0,0.0,FAIL: NoTouch,-2048,2020-12-21 08:06:48.689632
