,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,maxSpeed_action,minSpeed_action,result,timestamp
0,0.33333333333333326,0.15,0.0,-1.0,0.05,0.33333333333333326,0.02,400.0,350.0,FAIL: Timeout,2020-12-18 22:03:14.061958
1,1.0,0.35,1.0,-0.33333333333333337,0.05,-1.0,0.22,450.0,0.0,PASS: Medium,2020-12-18 22:03:27.534489
2,-0.33333333333333337,0.55,2.0,1.0,0.15000000000000002,-0.33333333333333337,0.22,250.0,0.0,FAIL: Timeout,2020-12-18 22:03:44.751501
3,-1.0,0.15,3.0,1.0,0.15000000000000002,-0.33333333333333337,0.12000000000000001,250.0,0.0,FAIL: NoTouch,2020-12-18 22:04:01.986167
4,0.33333333333333326,0.55,4.0,0.33333333333333326,0.25,0.33333333333333326,0.22,950.0,700.0,FAIL: NoTouch,2020-12-18 22:04:19.183677
5,-0.33333333333333337,0.15,5.0,-1.0,0.25,0.33333333333333326,0.12000000000000001,1150.0,700.0,FAIL: NoTouch,2020-12-18 22:04:36.406900
6,1.0,0.55,6.0,1.0,0.15000000000000002,0.33333333333333326,0.02,800.0,350.0,FAIL: Timeout,2020-12-18 22:04:53.585584
7,0.33333333333333326,0.35,7.0,0.33333333333333326,0.25,0.33333333333333326,0.02,450.0,0.0,FAIL: NoTouch,2020-12-18 22:05:10.802096
8,1.0,0.15,8.0,-0.33333333333333337,0.15000000000000002,-0.33333333333333337,0.12000000000000001,50.0,0.0,FAIL: Timeout,2020-12-18 22:05:28.003824
9,0.33333333333333326,0.35,9.0,-1.0,0.05,0.33333333333333326,0.12000000000000001,600.0,350.0,FAIL: Timeout,2020-12-18 22:05:45.205002
10,-0.33333333333333337,0.35,10.0,-1.0,0.05,-1.0,0.12000000000000001,250.0,0.0,PASS: Medium,2020-12-18 22:05:58.704983
11,0.33333333333333326,0.15,11.0,-0.33333333333333337,0.15000000000000002,1.0,0.02,750.0,700.0,FAIL: NoTouch,2020-12-18 22:06:15.902078
12,-1.0,0.35,12.0,-0.33333333333333337,0.25,0.33333333333333326,0.02,250.0,0.0,FAIL: NoTouch,2020-12-18 22:06:33.097195
13,-1.0,0.35,13.0,0.33333333333333326,0.15000000000000002,1.0,0.12000000000000001,800.0,350.0,FAIL: NoTouch,2020-12-18 22:06:50.284091
