,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,lead_distance,maxSpeed_action,minSpeed_action,result,timestamp
58,-1.0,0.15,58.0,0.33333333333333326,0.05,0.33333333333333326,0.02,700.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:12:55.613185
59,0.33333333333333326,0.15,59.0,-0.33333333333333337,0.25,0.33333333333333326,0.22,700.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout]",2020-12-19 06:14:06.134706
60,-0.33333333333333337,0.55,60.0,0.33333333333333326,0.25,-0.33333333333333337,0.12000000000000001,700.0,800.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:15:16.667920
61,1.0,0.35,61.0,0.33333333333333326,0.25,0.33333333333333326,0.12000000000000001,400.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Medium, PASS: Fast, FAIL: NoTouch]",2020-12-19 06:16:14.311427
62,-1.0,0.55,62.0,1.0,0.15000000000000002,-0.33333333333333337,0.02,1000.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout]",2020-12-19 06:17:24.777209
63,-1.0,0.35,63.0,1.0,0.25,-0.33333333333333337,0.22,400.0,600.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:18:35.316905
64,-1.0,0.35,64.0,-0.33333333333333337,0.05,0.33333333333333326,0.12000000000000001,400.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Slow, FAIL: NoTouch, PASS: Medium]",2020-12-19 06:19:37.718431
65,1.0,0.55,65.0,-0.33333333333333337,0.15000000000000002,-1.0,0.02,700.0,800.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: NoTouch, PASS: Medium]",2020-12-19 06:20:43.931265
66,-0.33333333333333337,0.55,66.0,1.0,0.15000000000000002,0.33333333333333326,0.22,700.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:21:54.522339
67,1.0,0.35,67.0,-1.0,0.25,1.0,0.12000000000000001,700.0,750.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:23:05.099274
68,0.33333333333333326,0.55,68.0,-1.0,0.15000000000000002,1.0,0.12000000000000001,400.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:24:15.588703
69,0.33333333333333326,0.15,69.0,-0.33333333333333337,0.05,-0.33333333333333337,0.12000000000000001,1000.0,400.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 06:25:26.126149
70,-0.33333333333333337,0.35,70.0,0.33333333333333326,0.05,-1.0,0.02,700.0,50.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:26:21.081329
71,-0.33333333333333337,0.35,71.0,-0.33333333333333337,0.15000000000000002,-1.0,0.12000000000000001,400.0,750.0,700.0,"[FAIL: NoTouch, FAIL: Timeout, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:27:16.135545
72,-1.0,0.15,72.0,1.0,0.05,-0.33333333333333337,0.12000000000000001,1000.0,750.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 06:28:26.687887
73,-1.0,0.35,73.0,0.33333333333333326,0.05,-0.33333333333333337,0.12000000000000001,1000.0,750.0,700.0,"[FAIL: NoTouch, FAIL: Timeout, PASS: Fast, PASS: Fast, PASS: Fast]",2020-12-19 06:29:16.920626
74,-1.0,0.35,74.0,0.33333333333333326,0.15000000000000002,1.0,0.22,1300.0,800.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:30:27.526112
75,-0.33333333333333337,0.35,75.0,-0.33333333333333337,0.15000000000000002,-1.0,0.02,1000.0,250.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:31:24.819352
76,0.33333333333333326,0.35,76.0,1.0,0.15000000000000002,-0.33333333333333337,0.02,1000.0,1150.0,700.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:32:35.374568
